scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM
chr17,9784473,9888481,9831029,944,567,10.6597,17.0417,-0.2304,-0.0657,-0.044
chr17,9852719,9862825,9868312,310,174,3.7882,2.7118,0.1656,0.0467,0.0286
chr17,10002660,10013125,10009316,107,65,1.5486,2.1528,-0.1632,-0.061,-0.0468
chr17,10033329,10049328,10040409,185,118,0.0,8.0556,-1.0,-0.4164,-0.2453
chr17,10188334,10240387,10212604,462,308,7.7083,9.7014,-0.1145,-0.0318,-0.0229
chr17,10278912,10334344,10308566,622,358,8.3426,8.3634,-0.0012,-0.0003,-0.0002
chr17,10461494,10489558,10475210,404,207,3.1806,4.8056,-0.2035,-0.0389,-0.0283
chr17,10487473,10538754,10510473,438,250,2.0544,7.5752,-0.5733,-0.1635,-0.1117
chr17,10682782,10718878,10700451,596,363,0.5208,39.6875,-0.9741,-0.6728,-0.3597
chr17,10742287,10870969,10800775,1617,1010,4.8229,44.2188,-0.8033,-0.2802,-0.1533
chr17,11221334,11303078,11260612,952,550,3.8142,23.5017,-0.7207,-0.3889,-0.1974
chr17,11521008,11838697,11682312,3536,2150,19.0613,95.6169,-0.6676,-0.2772,-0.1589
chr17,11831979,11851870,11843355,183,110,0.1597,6.5486,-0.9524,-0.3804,-0.2301
chr17,11845063,11937654,11886588,814,415,1.6944,21.2361,-0.8522,-0.3492,-0.2233
chr17,11929558,11966942,11945826,299,168,0.5,7.25,-0.871,-0.2457,-0.1695
chr17,11948798,11958924,11958290,121,72,0.125,3.75,-0.9355,-0.3246,-0.1976
chr17,11962925,12066889,12020366,742,455,2.1875,9.1528,-0.6142,-0.1029,-0.0538
chr17,12102096,12297182,12210238,1373,882,0.0417,48.25,-0.9983,-0.3241,-0.212
chr17,12277245,12287360,12287825,184,136,0.0,5.0,-1.0,-0.2307,-0.1679
chr17,12578143,12639504,12613885,584,355,4.1181,8.4236,-0.3433,-0.0878,-0.0533
chr17,12665850,12789489,12730375,1579,1003,3.9965,127.9062,-0.9394,-1.0201,-0.437
chr17,13368392,13397876,13382792,215,99,3.1389,1.0556,0.4967,0.1018,0.0775
chr17,13380039,13390150,13387527,131,55,1.5417,0.7083,0.3704,0.0789,0.0586
chr17,13625466,13635594,13631729,92,47,0.6458,2.2708,-0.5571,-0.201,-0.1393
chr17,14414474,15210331,14864949,6633,3792,8.2083,257.625,-0.9382,-0.3625,-0.2121
chr17,14986843,14997923,15099166,2374,1337,2.1458,100.1528,-0.958,-0.3555,-0.205
chr17,15290736,15646221,15462596,4512,2812,41.0613,71.3113,-0.2692,-0.0811,-0.0501
chr17,15771902,15782009,15773753,48,28,0.0,0.5,-1.0,-0.1419,-0.0943
chr17,15805417,15843502,15824517,284,163,1.8333,3.8889,-0.3592,-0.1122,-0.0742
chr17,15918129,15941051,15930060,371,228,4.7014,32.9792,-0.7505,-1.2489,-0.4665
chr17,15946791,15957047,15950403,39,25,0.1701,0.2882,-0.2576,-0.0526,-0.0275
chr17,16141058,16176123,16158434,456,317,3.7708,6.5694,-0.2707,-0.0713,-0.0454
chr17,16269498,16288162,16278043,218,131,1.1065,2.8218,-0.4367,-0.1089,-0.0669
chr17,16293351,16336032,16315259,536,336,4.4271,7.8785,-0.2805,-0.0979,-0.0511
chr17,16387765,16448644,16421556,681,450,0.8819,128.1667,-0.9863,-2.5188,-0.6643
chr17,16440001,16458680,16448531,208,153,0.4028,51.0417,-0.9843,-2.7362,-0.6626
chr17,16448688,16499024,16474945,506,328,0.3333,61.25,-0.9892,-1.1959,-0.4345
chr17,16543546,16554560,16549810,133,85,1.6667,3.2917,-0.3277,-0.1455,-0.0584
chr17,16599109,16609419,16605836,69,46,2.875,0.0,1.0,0.3063,0.1358
chr17,16992923,17039334,17020797,712,445,6.0463,11.9699,-0.3288,-0.1307,-0.069
chr17,17064551,17303475,17182234,2897,1811,12.8889,72.8542,-0.6994,-0.2751,-0.1536
chr17,17279285,17289398,17294679,350,236,1.6944,3.8056,-0.3838,-0.0732,-0.0585
chr17,17741948,17762617,17752011,358,237,1.4062,7.0035,-0.6656,-0.1787,-0.1243
chr17,18067754,18252223,18162057,2397,1427,7.8727,55.6296,-0.7521,-0.2912,-0.1643
chr17,18159725,18169818,18214556,1174,715,3.5903,21.5069,-0.7139,-0.213,-0.1285
chr17,18302273,18325735,18311863,305,191,1.0683,5.3252,-0.6658,-0.188,-0.1361
chr17,18336505,18377790,18359406,515,302,3.1771,7.5312,-0.4066,-0.0991,-0.0607
chr17,18367995,18389770,18376679,284,168,1.0556,9.4653,-0.7993,-0.324,-0.1854
chr17,18662935,18931215,18802478,3382,2099,23.3495,66.9398,-0.4828,-0.2021,-0.118
chr17,18965414,19117294,19036529,1270,750,4.9965,12.9132,-0.442,-0.0998,-0.0697
chr17,19104326,19114422,19109436,98,44,0.3333,0.2083,0.2308,0.0478,0.0401
chr17,19173293,19183387,19178701,116,75,0.0417,1.6944,-0.952,-0.2378,-0.1426
chr17,19536807,19546913,19541495,86,50,1.0938,0.8229,0.1413,0.0424,0.0281
chr17,19861121,19982589,19915634,1331,819,0.3125,97.6042,-0.9936,-0.7121,-0.3731
chr17,20041933,20091293,20074058,306,166,0.5,4.1389,-0.7844,-0.1792,-0.1279
chr17,20220420,20305341,20264508,665,428,1.9514,7.9722,-0.6067,-0.1031,-0.068
chr17,20334088,20368699,20348023,306,183,1.8333,4.0833,-0.3803,-0.0573,-0.045
chr17,20382782,20393075,20388926,21,10,0.0,0.0,nan,0.0,0.0
chr17,20394454,20406509,20400619,79,59,0.125,1.7917,-0.8696,-0.1635,-0.1227
chr17,20464381,20476439,20469162,102,62,0.0,0.8333,-1.0,-0.0774,-0.0561
chr17,20576801,20652358,20610823,499,298,11.9583,0.7917,0.8758,0.2226,0.1286
chr17,20696185,20717755,20707671,362,205,3.5972,2.2083,0.2392,0.0532,0.0377
chr17,20769086,21167038,20937060,3288,1854,26.2361,118.4444,-0.6373,-0.2593,-0.1609
chr17,21015177,21025464,21086923,891,519,0.3264,37.8681,-0.9829,-0.3924,-0.2259
chr17,21108623,21118730,21138872,257,151,0.0556,7.8889,-0.986,-0.302,-0.1821
chr17,21242859,21448077,21353321,2293,1418,10.0069,28.2847,-0.4773,-0.0816,-0.0559
chr17,21461766,21471878,21467472,48,20,0.0,3.1667,-1.0,-2.0822,-0.5824
chr17,21479505,21537737,21511725,671,428,11.2708,4.3958,0.4388,0.0903,0.0642
chr17,21769694,21814475,21794205,607,375,1.1782,9.8588,-0.7865,-0.182,-0.1043
chr17,21975544,21990014,21981836,141,90,0.6181,1.5625,-0.4331,-0.1196,-0.0761
chr17,22070331,22191228,22125084,1203,728,2.8368,9.5382,-0.5415,-0.0658,-0.047
chr17,22219199,22316328,22272491,564,357,7.7083,10.0139,-0.1301,-0.0549,-0.0335
chr17,22408985,22662361,22534569,3182,1963,21.316,75.1493,-0.5581,-0.2162,-0.1288
chr17,23037147,23086104,23064181,229,144,2.3056,2.25,0.0122,0.0023,0.0014
chr17,23081993,23102517,23092292,229,146,0.8102,4.0185,-0.6644,-0.2234,-0.1308
chr17,23330444,23357333,23344745,340,193,0.4618,4.6354,-0.8188,-0.2167,-0.1091
chr17,23615555,23771136,23690919,1220,728,1.6458,61.2778,-0.9477,-0.7084,-0.3406
chr17,23656657,23666769,23715248,847,487,1.5625,28.4444,-0.8959,-0.4661,-0.2495
chr17,24141833,24205314,24170916,375,246,1.0833,9.3333,-0.792,-0.2082,-0.1343
chr17,24195533,24246823,24224909,227,128,1.1042,6.5625,-0.712,-0.1942,-0.1249
chr17,24210385,24220683,24229910,186,104,1.1042,5.3958,-0.6603,-0.2058,-0.1286
chr17,24269314,24279654,24272838,39,21,0.0,0.0,nan,0.0,0.0
chr17,24329353,24515316,24426122,1499,909,9.6736,13.5486,-0.1669,-0.0423,-0.023
chr17,24332817,24343139,24426885,1487,901,9.6736,13.3819,-0.1608,-0.0408,-0.0222
chr17,24407745,24418525,24460728,952,573,4.8611,8.375,-0.2655,-0.0589,-0.0297
chr17,24551875,24562012,24558167,141,93,2.4306,0.4167,0.7073,0.2186,0.1346
chr17,24552722,24566721,24559522,169,105,2.5602,0.9352,0.4649,0.1683,0.0866
chr17,24553039,24563167,24559763,163,101,2.5602,0.9352,0.4649,0.1709,0.0922
chr17,24579083,24644058,24615648,537,324,2.5532,1.7755,0.1797,0.019,0.0116
chr17,24653408,24735249,24693475,672,370,5.7882,3.6215,0.2303,0.0346,0.0204
chr17,24733570,24795986,24765919,666,403,2.1088,18.8032,-0.7983,-0.34,-0.1669
chr17,24743984,24754103,24771005,562,346,1.0046,16.5741,-0.8857,-0.3751,-0.1766
chr17,24877694,24899920,24889177,216,138,0.4097,2.1319,-0.6776,-0.2087,-0.0904
chr17,24906975,24917243,24912594,109,60,0.6562,1.8438,-0.475,-0.295,-0.1164
chr17,24950132,25032589,24991179,1027,612,6.3993,10.9132,-0.2607,-0.0622,-0.0379
chr17,25128275,25235803,25183397,1069,613,0.7245,24.9745,-0.9436,-0.3005,-0.1938
chr17,25226632,25336042,25259220,558,323,3.6111,6.6667,-0.2973,-0.073,-0.0475
chr17,25346024,25413176,25378333,992,595,8.8715,17.2118,-0.3198,-0.1567,-0.0831
chr17,25389971,25400261,25400103,293,173,3.0208,6.7361,-0.3808,-0.2394,-0.1042
chr17,25432556,25507920,25467869,497,305,0.7083,5.7361,-0.7802,-0.0925,-0.0626
chr17,25471634,25481897,25490478,249,171,0.7083,4.1528,-0.7086,-0.1003,-0.0726
chr17,25565995,25611358,25589232,466,257,3.1736,11.7014,-0.5733,-0.3154,-0.1705
chr17,25596368,25606559,25602651,155,97,0.6111,2.2083,-0.5665,-0.2639,-0.1242
chr17,25713515,25920018,25818186,3195,1920,19.213,80.5012,-0.6146,-0.2464,-0.1531
chr17,25927192,25964037,25945549,406,226,5.1458,1.4792,0.5535,0.0787,0.0597
chr17,25984383,26059794,26023137,1158,730,7.1817,12.6192,-0.2746,-0.0748,-0.0407
chr17,26459202,26469462,26464683,107,68,1.125,1.2778,-0.0636,-0.0176,-0.0105
chr17,26606569,26616863,26610874,120,72,0.1875,5.7986,-0.9374,-0.5536,-0.3296
chr17,27215592,27243542,27228918,207,120,0.2083,5.9306,-0.9321,-0.5797,-0.28
chr17,27392283,27431269,27410924,374,262,0.1667,23.3889,-0.9858,-1.0255,-0.4661
chr17,27420546,27647320,27533487,1420,900,14.5938,23.5243,-0.2343,-0.086,-0.052
chr17,27578196,27589231,27612471,473,285,3.4653,5.7778,-0.2502,-0.0758,-0.0439
chr17,27648638,27690307,27671311,515,319,1.2083,32.9444,-0.9292,-0.7743,-0.3549
chr17,28309450,28453425,28383935,709,472,18.1667,0.25,0.9729,0.2161,0.1298
chr17,28330144,28340246,28396473,589,395,6.6667,0.25,0.9277,0.0982,0.0592
chr17,28490366,28549541,28521725,367,199,6.1319,0.5,0.8492,0.1283,0.0778
chr17,28552609,28652057,28598189,861,485,2.1424,11.7604,-0.6918,-0.1378,-0.0737
chr17,28685041,28695147,28692056,69,33,0.0,1.3333,-1.0,-0.242,-0.1489
chr17,28694409,28750033,28725217,312,191,5.2361,0.9028,0.7059,0.079,0.0581
chr17,28744176,28782723,28767621,321,201,0.4062,3.4132,-0.7873,-0.0971,-0.0626
chr17,28772789,28839107,28803202,723,416,5.7743,19.8715,-0.5497,-0.3017,-0.1459
chr17,28881212,28891319,28884653,30,21,2.0,0.0,1.0,0.3799,0.2266
chr17,28928266,28941797,28934082,109,59,3.3125,0.4167,0.7765,0.271,0.1698
chr17,28960535,29004825,28983126,255,151,0.2222,3.4583,-0.8792,-0.114,-0.0667
chr17,29002184,29108991,29056158,446,259,1.0,9.75,-0.814,-0.1337,-0.0822
chr17,29186196,29196292,nan,0,nan,nan,nan,nan,nan,nan
chr17,29253034,29263130,29259716,33,17,0.0,4.0,-1.0,-0.9648,-0.4877
chr17,29259293,29291892,29276801,221,131,0.0,11.3889,-1.0,-0.4126,-0.2462
chr17,29341071,29351158,29345841,75,38,0.0,2.0,-1.0,-0.1882,-0.1543
chr17,29341164,29368119,29354749,176,96,0.0,8.4444,-1.0,-0.3918,-0.2507
chr17,29360312,29375606,29367650,112,72,0.0,9.4444,-1.0,-0.7431,-0.3861
chr17,29390701,29400822,29395594,81,49,0.0,7.0,-1.0,-0.7642,-0.3449
chr17,29391194,29401284,29396555,87,53,0.0,5.0,-1.0,-0.5945,-0.2688
chr17,29395063,29405152,29398748,65,45,0.0,3.0,-1.0,-0.4534,-0.2367
chr17,29395209,29405292,29398861,63,43,0.0,3.0,-1.0,-0.4956,-0.2483
chr17,29395682,29405755,29398973,61,41,0.0,3.0,-1.0,-0.4991,-0.2492
chr17,29413256,29423314,29418507,135,88,0.0,6.4167,-1.0,-0.5262,-0.3159
chr17,29420643,29430727,29425512,147,102,0.0,5.75,-1.0,-0.4622,-0.2824
chr17,29426956,29437092,29430704,112,68,0.0,6.3333,-1.0,-0.763,-0.3534
chr17,29427413,29437602,29431292,111,66,0.0,5.0,-1.0,-0.5559,-0.2969
chr17,29449511,29459852,29456232,50,24,0.0,3.0,-1.0,-0.5605,-0.3306
chr17,30064993,30210324,30144308,1281,787,1.7089,57.702,-0.9425,-0.5407,-0.2719
chr17,30168049,30178168,30187687,459,286,0.2436,14.1256,-0.9661,-0.4808,-0.2689
chr17,30257507,30331298,30290190,731,459,5.3472,4.2153,0.1184,0.0218,0.0115
chr17,30372822,30382928,30377621,140,77,0.9861,0.875,0.0597,0.0137,0.0071
chr17,30573734,30644784,30607564,935,593,2.6076,17.9271,-0.746,-0.2056,-0.1287
chr17,30696797,30731621,30714388,298,180,5.875,0.1944,0.9359,0.1334,0.0782
chr17,30719986,30822016,30772640,675,414,41.6667,0.2222,0.9894,0.4941,0.2311
chr17,30828268,30838559,30830979,43,26,1.3889,0.0,1.0,0.3721,0.2199
chr17,30920692,30930790,30923559,81,47,0.8125,0.6458,0.1143,0.0245,0.0204
chr17,30931983,31113988,31024704,1622,974,5.6979,57.7743,-0.8205,-0.3363,-0.1695
chr17,30935112,30945221,31024704,1622,974,5.6979,57.7743,-0.8205,-0.3363,-0.1695
chr17,30945183,30955481,31032176,1489,892,3.1979,56.3576,-0.8926,-0.3964,-0.1962
chr17,31113775,31164312,31140568,624,367,2.0,20.625,-0.8232,-0.298,-0.1838
chr17,31218239,31232465,31226821,141,88,0.25,1.0139,-0.6044,-0.0756,-0.0539
chr17,31290630,31383377,31333226,1008,605,4.7894,24.5046,-0.673,-0.2563,-0.1463
chr17,31373650,31400150,31388444,269,183,2.8125,5.2361,-0.3011,-0.1666,-0.0807
chr17,31433597,31505074,31473262,528,313,1.5972,23.5972,-0.8732,-0.5092,-0.2873
chr17,31497204,31539344,31518054,371,226,5.3542,6.6875,-0.1107,-0.0229,-0.0176
chr17,31712927,31752220,31731830,328,194,1.5,3.0417,-0.3394,-0.0446,-0.031
chr17,31736060,31746156,31743938,138,78,0.0,2.75,-1.0,-0.2902,-0.175
chr17,31748137,31794748,31772460,350,199,0.0,1.6389,-1.0,-0.0542,-0.0293
chr17,31798455,31823565,31811047,194,81,5.0,0.0,1.0,0.3272,0.1573
chr17,31914797,31961002,31936948,432,238,2.4491,4.6019,-0.3053,-0.0536,-0.035
chr17,31966271,32012763,31988366,409,244,2.6736,3.4097,-0.121,-0.0186,-0.0135
chr17,32073437,32083528,32078061,135,80,1.1458,1.1597,-0.006,-0.0013,-0.001
chr17,32104518,32120554,32112778,219,134,0.25,10.8472,-0.9549,-0.7094,-0.31
chr17,32287732,32321432,32303678,519,285,2.2014,13.875,-0.7261,-0.4943,-0.2405
chr17,32512592,32522888,32517467,135,78,0.0,7.8333,-1.0,-0.9184,-0.3863
chr17,34463312,34473472,34468043,81,45,0.4792,1.0069,-0.3551,-0.2118,-0.1267
chr17,34829978,34840085,34838852,29,17,0.0,0.8333,-1.0,-0.2198,-0.1567
chr17,37174485,37276164,37225076,1932,1172,7.1979,71.9618,-0.8181,-0.4947,-0.2515
chr17,37545469,37555582,37549342,76,49,0.3333,0.25,0.1429,0.0125,0.01
chr17,39186106,39196169,39192152,96,58,1.0417,1.4583,-0.1667,-0.0483,-0.0318
chr17,39375055,39904737,39632537,5219,3230,11.6215,196.5208,-0.8883,-0.5585,-0.2836
chr17,39764503,39774801,39840501,1400,855,5.1424,77.9479,-0.8762,-0.7818,-0.3613
chr17,39920714,39930807,39927559,74,38,0.2778,1.1667,-0.6154,-0.2972,-0.1816
chr17,40120689,40334507,40232974,1366,791,40.6806,6.2083,0.7352,0.174,0.1366
chr17,40383252,40393573,40386410,26,10,0.0,0.0,nan,0.0,0.0
chr17,43854748,43864855,43859584,3,nan,nan,nan,nan,nan,nan
chr17,46756507,47810237,47317230,15189,9146,106.526,317.0469,-0.497,-0.1591,-0.0964
chr17,49431776,49442054,49435358,87,47,0.0938,1.6493,-0.8924,-0.1756,-0.133
chr17,50561639,51013441,50783399,5616,3308,26.6806,60.0,-0.3844,-0.0857,-0.0565
chr17,50658186,50668288,50829869,4451,2596,20.9062,48.6562,-0.3989,-0.0904,-0.0599
chr17,52545741,52992080,52768789,6628,4062,25.3686,210.3374,-0.7847,-0.3196,-0.1778
chr17,53101411,53111530,53104097,63,42,0.0833,0.7778,-0.8065,-0.1087,-0.0846
chr17,53583407,53593490,53587404,199,130,0.5625,2.6389,-0.6486,-0.2782,-0.1139
chr17,53688775,53698943,53694105,177,113,0.25,5.0556,-0.9058,-0.3123,-0.1964
chr17,53708578,53718709,53713852,74,37,0.9028,0.0,1.0,0.1829,0.1543
chr17,53845426,53882518,53864200,422,252,1.2847,14.9167,-0.8414,-0.456,-0.241
chr17,53875120,53921217,53895103,482,301,2.1181,10.8681,-0.6738,-0.3211,-0.1641
chr17,53912681,54230144,54068937,2077,1182,8.8553,48.7928,-0.6928,-0.3215,-0.1724
chr17,54252837,54262942,54258166,70,37,0.2604,0.3229,-0.1071,-0.0466,-0.0199
chr17,54310045,54320107,54315103,142,84,0.9016,1.4155,-0.2218,-0.0708,-0.0309
chr17,54332623,54342764,54338555,57,29,0.066,1.3993,-0.91,-0.3109,-0.1735
chr17,54368894,54379004,54373163,68,41,0.0,0.2778,-1.0,-0.0462,-0.0369
chr17,54840775,55148455,54993002,3732,2171,12.5139,101.7361,-0.7809,-0.3548,-0.2013
chr17,55439512,55449625,55444667,175,110,0.3542,11.5208,-0.9404,-1.0575,-0.4502
chr17,56344095,56354202,56344467,3,nan,nan,nan,nan,nan,nan
chr17,56510109,56731701,56616645,2608,1607,27.7211,39.5891,-0.1763,-0.0602,-0.0368
chr17,56758416,56780034,56770291,210,124,0.3333,13.5069,-0.9518,-1.231,-0.4181
chr17,56783732,56852309,56821033,589,343,2.5729,9.7604,-0.5828,-0.2152,-0.1147
chr17,56860338,57105610,56995903,2916,1830,25.2338,55.3935,-0.3741,-0.1451,-0.0799
chr17,57382684,57392972,57386755,95,64,0.6389,0.7917,-0.1068,-0.0124,-0.0101
chr17,58195349,58207040,58200178,187,108,1.6667,8.3056,-0.6657,-0.3413,-0.2051
chr17,58261460,58281290,58269469,166,91,0.3333,1.8333,-0.6923,-0.1827,-0.109
chr17,58313313,58345581,58329077,309,190,5.0185,3.088,0.2381,0.0734,0.0341
chr17,58353892,58650705,58485250,2782,1648,23.8958,84.1667,-0.5577,-0.2452,-0.1462
chr17,58857872,58975654,58918455,1343,830,4.5116,31.5463,-0.7498,-0.1978,-0.1297
chr17,58945131,58955232,58962499,345,217,0.3403,10.4583,-0.937,-0.5584,-0.3008
chr17,59011215,59087197,59048534,639,361,0.5,27.8889,-0.9648,-0.6724,-0.3458
chr17,59212539,59247119,59231036,453,289,1.75,25.2292,-0.8703,-0.6182,-0.3407
chr17,59681856,59691965,59687223,82,55,0.0,2.7639,-1.0,-0.3427,-0.241
chr17,59938551,59951479,59946056,193,121,1.1111,4.7917,-0.6235,-0.1546,-0.09
chr17,59953250,60006076,59978603,590,359,5.0139,36.75,-0.7599,-1.0148,-0.2597
chr17,60666922,60771528,60716103,912,551,11.6458,5.5,0.3584,0.0632,0.0409
chr17,60746236,60756320,60758570,208,121,1.5,4.1458,-0.4686,-0.0905,-0.0597
chr17,60837527,60918753,60882256,765,430,0.2778,27.4375,-0.98,-0.5382,-0.3051
chr17,61657003,61670935,61664407,197,123,0.1146,2.066,-0.8949,-0.0968,-0.0628
chr17,64747331,64757426,64756501,19,10,0.0417,1.5833,-0.9487,-1.2033,-0.5305
chr17,65329322,65343767,65336212,184,102,0.0,10.4444,-1.0,-0.6614,-0.3652
chr17,67066193,67076299,67069792,68,34,0.9236,0.0,1.0,0.1416,0.1131
chr17,67087010,67097117,67093809,73,33,0.0,1.1667,-1.0,-0.3613,-0.1889
chr17,67090077,67100184,67096341,67,35,0.0,1.1667,-1.0,-0.3529,-0.1815
chr17,67287542,67304364,67296911,426,289,1.7639,61.6944,-0.9444,-2.7215,-0.5062
chr17,69113005,69131412,69122880,286,196,0.2222,7.9444,-0.9456,-0.2335,-0.1349
chr17,71592161,71602230,71595198,96,54,1.625,2.125,-0.1333,-0.0499,-0.0344
chr17,72536156,72546258,72539284,83,53,0.6667,6.1667,-0.8049,-0.8635,-0.3035
chr17,73091106,73101190,73096919,142,86,0.0,14.8333,-1.0,-1.2495,-0.529
chr17,73091252,73101323,73097031,141,85,0.0,14.8333,-1.0,-1.2561,-0.5302
chr17,73091392,73101474,73097062,142,85,0.0,14.8333,-1.0,-1.2561,-0.5302
chr17,73091566,73101637,73097133,142,86,0.0,15.8333,-1.0,-1.3408,-0.5464
chr17,73091693,73101780,73097346,142,86,0.0,15.8333,-1.0,-1.3941,-0.5524
chr17,73091815,73101893,73097549,144,84,0.0,15.8333,-1.0,-1.5328,-0.5729
chr17,73139212,74566122,73889531,17598,10468,93.6788,486.7622,-0.6772,-0.273,-0.1572
chr17,73325531,73335632,73969936,15684,9269,83.1684,436.217,-0.6797,-0.2775,-0.1587
chr17,73819256,73829382,74180322,10283,6124,55.6863,270.36,-0.6584,-0.2481,-0.1417
chr17,74848528,76067657,75442853,16413,10146,55.5012,622.8831,-0.8364,-0.3981,-0.2172
chr17,75685823,75695957,75879642,5011,3001,31.7569,114.625,-0.5661,-0.1875,-0.1106
chr17,76095386,76145874,76115609,631,372,1.0417,11.6597,-0.836,-0.1694,-0.1167
chr17,76228037,76262417,76247056,230,137,0.3333,4.6667,-0.8667,-0.2344,-0.1571
chr17,76308332,76318465,76311788,69,33,0.0278,1.2083,-0.9551,-0.1893,-0.1425
chr17,76363936,76380202,76371013,355,231,0.4167,29.8056,-0.9724,-0.8868,-0.4163
chr17,76663002,76673107,76669250,100,59,0.25,1.3333,-0.6842,-0.0764,-0.0573
chr17,76665329,76971865,76808106,3508,2127,25.3866,82.9005,-0.5311,-0.1824,-0.1076
chr17,76994468,77004563,77001106,47,27,0.0,0.0,nan,0.0,0.0
chr17,77096744,77246193,77178347,1491,872,12.7257,39.1007,-0.5089,-0.166,-0.103
chr17,77244301,77318651,77279712,655,354,3.9722,5.2014,-0.134,-0.0205,-0.0121
chr17,77339197,77453920,77403160,1010,619,9.8472,13.3333,-0.1504,-0.033,-0.024
chr17,77454384,77714854,77589294,1880,1063,4.7569,34.7986,-0.7595,-0.1581,-0.1036
chr17,77498773,77509107,77609499,1603,886,2.5,29.75,-0.845,-0.1779,-0.1132
chr17,77821492,77831795,77826852,80,52,0.0,1.9444,-1.0,-0.237,-0.1345
chr17,78602238,78612572,78607593,154,90,0.3229,1.0243,-0.5206,-0.1515,-0.0967
chr17,78638582,78661984,78652418,323,208,0.8333,20.6111,-0.9223,-1.6347,-0.2634
chr17,78924648,79093511,79009479,1152,707,5.2986,20.9375,-0.5961,-0.1215,-0.0842
chr17,79054795,79064925,79075990,383,248,1.9375,9.4375,-0.6593,-0.1811,-0.1106
chr17,79617861,79695525,79662737,631,403,8.7083,1.5,0.7061,0.0792,0.0582
chr17,79863715,79874069,79868470,119,86,1.75,2.2222,-0.1189,-0.0349,-0.0244
chr17,79871596,80123950,80005312,4210,2604,41.7303,67.5012,-0.2359,-0.0647,-0.0434
chr17,80116192,80152085,80133111,974,605,4.8576,20.0729,-0.6103,-0.2557,-0.1585
chr17,80379225,80389524,80385553,99,65,0.0,0.25,-1.0,-0.0399,-0.0272
chr17,80386628,80436625,80412408,651,406,3.4549,11.2049,-0.5287,-0.1759,-0.1183
chr17,80495041,80691052,80593657,3043,1793,18.1528,60.1042,-0.5361,-0.1876,-0.1175
chr17,80904681,81102519,81008364,1990,1254,54.2627,24.8113,0.3725,0.1264,0.078
chr17,80956827,80974785,81028369,1605,1043,49.9259,22.287,0.3827,0.1433,0.0865
chr17,80997933,81021207,81046552,1192,753,37.4236,20.1944,0.299,0.126,0.0746
chr17,81186723,81270111,81233053,810,449,12.3958,4.7222,0.4483,0.0721,0.0391
chr17,81228415,81238517,81251528,488,281,6.7708,2.1667,0.5152,0.0731,0.038
chr17,81300186,81583851,81446472,3116,1795,13.2708,77.8333,-0.7087,-0.2265,-0.1418
chr17,81468747,81478868,81534008,1373,811,4.9028,25.1389,-0.6736,-0.1566,-0.1069
chr17,81648499,81664751,81656751,248,157,0.1641,8.0078,-0.9598,-0.3025,-0.183
chr17,81665128,81676223,81670250,134,85,0.0,5.5,-1.0,-0.2923,-0.1808
chr17,81768282,82215311,82028904,4221,2482,26.9109,80.9178,-0.5009,-0.1376,-0.0905
chr17,82205732,82272506,82233053,1074,639,6.1736,10.3125,-0.2511,-0.0366,-0.0266
chr17,82276845,82359011,82321030,1273,776,15.5498,6.2512,0.4265,0.0793,0.0575
chr17,82714150,83126856,82924979,5083,3199,24.0839,67.2263,-0.4725,-0.1096,-0.0723
chr17,83152566,83404821,83270899,3474,2240,20.4873,42.1331,-0.3457,-0.0614,-0.044
chr17,83402080,84099945,83741963,10161,6328,38.1539,332.0121,-0.7939,-0.3215,-0.1909
chr17,83460053,83470218,83767679,9388,5851,33.7859,323.5468,-0.8109,-0.352,-0.2054
chr17,84268922,84363166,84315469,947,641,3.0,5.9444,-0.3292,-0.0298,-0.0163
chr17,84407392,84446912,84426246,607,406,0.375,26.5069,-0.9721,-0.4595,-0.2412
chr17,84436681,84461675,84448232,234,142,2.2708,2.8056,-0.1053,-0.0245,-0.0127
chr17,84478672,84560393,84526021,832,542,3.2338,22.2477,-0.7462,-0.3446,-0.1992
chr17,84731746,84764272,84747438,492,321,3.8137,13.397,-0.5568,-0.2725,-0.147
chr17,87164647,87174848,87170637,172,96,0.375,5.4167,-0.8705,-0.4339,-0.2537
chr17,87167133,87177337,87171794,222,123,0.3958,6.3056,-0.8819,-0.4085,-0.2443
chr17,87591179,87601300,87598351,79,48,0.375,0.3333,0.0588,0.0056,0.0039
chr17,87845923,87856042,87852470,117,78,0.0,1.0833,-1.0,-0.0605,-0.0411
chr17,88188571,88241076,88214026,1005,656,0.6528,36.6042,-0.965,-0.3986,-0.2498
chr17,88863946,89621196,89239323,10537,6258,63.6632,219.3576,-0.5501,-0.1619,-0.1032
chr17,89018805,89028874,89304516,8643,5143,56.9317,183.3519,-0.5261,-0.1652,-0.1041
chr17,89926733,89944151,89936843,218,119,0.0,4.3333,-1.0,-0.1978,-0.1144
chr17,89937610,90002597,89965769,508,274,5.4792,10.4792,-0.3133,-0.0848,-0.0528
chr17,89990621,90040227,90012000,427,235,5.3611,20.8472,-0.5909,-0.297,-0.1677
chr17,90023141,90033233,90031594,120,54,1.0,0.0,1.0,0.0692,0.0535
chr17,90411094,90954195,90688697,6649,3985,43.5394,158.5046,-0.569,-0.1786,-0.1083
chr17,91473458,91488304,91480377,271,153,0.5625,8.0347,-0.8691,-0.3442,-0.2016
