Gene stable ID	Gene stable ID version	Human gene name	Mouse gene name	Gene name
ENSMMUG00000005081	ENSMMUG00000005081.3		Klra10	
ENSMMUG00000005081	ENSMMUG00000005081.3		Klra2	
ENSMMUG00000039317	ENSMMUG00000039317.1	CREB5	Creb5	CREB5
ENSMMUG00000031012	ENSMMUG00000031012.2	MEI1	Mei1	MEI1
ENSMMUG00000020796	ENSMMUG00000020796.3	SPTBN4	Sptbn4	SPTBN4
ENSMMUG00000000965	ENSMMUG00000000965.3	TNKS	Tnks	TNKS
ENSMMUG00000000916	ENSMMUG00000000916.3	SLC35B4	Slc35b4	SLC35B4
ENSMMUG00000001664	ENSMMUG00000001664.3	AADAC	Aadac	AADAC
ENSMMUG00000009755	ENSMMUG00000009755.3	UBE2W	Ube2w	UBE2W
ENSMMUG00000009755	ENSMMUG00000009755.3	AC022826.2	Ube2w	UBE2W
ENSMMUG00000003508	ENSMMUG00000003508.3	ACTR10	Actr10	ACTR10
ENSMMUG00000010868	ENSMMUG00000010868.3	YAF2	Yaf2	YAF2
ENSMMUG00000016077	ENSMMUG00000016077.3	IDH1	Idh1	IDH1
ENSMMUG00000001483	ENSMMUG00000001483.3	RPUSD2	Rpusd2	RPUSD2
ENSMMUG00000009787	ENSMMUG00000009787.3	RCN3	Rcn3	RCN3
ENSMMUG00000005150	ENSMMUG00000005150.3	CD163	Cd163	CD163
ENSMMUG00000001600	ENSMMUG00000001600.3	CDC20B	Cdc20b	CDC20B
ENSMMUG00000038870	ENSMMUG00000038870.1	MRGPRX3	Mrgprb3	MRGPRX3
ENSMMUG00000038870	ENSMMUG00000038870.1	MRGPRX3	Mrgprx1	MRGPRX3
ENSMMUG00000038870	ENSMMUG00000038870.1	MRGPRX3	Mrgprb4	MRGPRX3
ENSMMUG00000038870	ENSMMUG00000038870.1	MRGPRX3	Mrgpra9	MRGPRX3
ENSMMUG00000038870	ENSMMUG00000038870.1	MRGPRX3	Mrgpra3	MRGPRX3
ENSMMUG00000038870	ENSMMUG00000038870.1	MRGPRX3	Mrgpra1	MRGPRX3
ENSMMUG00000038870	ENSMMUG00000038870.1	MRGPRX3	Mrgpra2a	MRGPRX3
ENSMMUG00000038870	ENSMMUG00000038870.1	MRGPRX3	Mrgpra4	MRGPRX3
ENSMMUG00000038870	ENSMMUG00000038870.1	MRGPRX3	Mrgprx2	MRGPRX3
ENSMMUG00000038870	ENSMMUG00000038870.1	MRGPRX3	Mrgpra2b	MRGPRX3
ENSMMUG00000038870	ENSMMUG00000038870.1	MRGPRX3	Mrgprb5	MRGPRX3
ENSMMUG00000038870	ENSMMUG00000038870.1	MRGPRX3	Mrgpra6	MRGPRX3
ENSMMUG00000038870	ENSMMUG00000038870.1	MRGPRX3	Mrgprb1	MRGPRX3
ENSMMUG00000038870	ENSMMUG00000038870.1	MRGPRX3	Mrgprb2	MRGPRX3
ENSMMUG00000038870	ENSMMUG00000038870.1	MRGPRX3	Mrgprb8	MRGPRX3
ENSMMUG00000010640	ENSMMUG00000010640.3	ERLEC1	Erlec1	ERLEC1
ENSMMUG00000038615	ENSMMUG00000038615.1	TRIB2	Trib2	TRIB2
ENSMMUG00000003918	ENSMMUG00000003918.3	DCAF8L1	Pet2	DCAF8L1
ENSMMUG00000002945	ENSMMUG00000002945.3	FILIP1L	Filip1l	FILIP1L
ENSMMUG00000048506	ENSMMUG00000048506.1			
ENSMMUG00000009255	ENSMMUG00000009255.3	VPS29	Vps29	VPS29
ENSMMUG00000038528	ENSMMUG00000038528.1			
ENSMMUG00000022767	ENSMMUG00000022767.3	EEF2		EEF2
ENSMMUG00000009132	ENSMMUG00000009132.3	MED1	Med1	MED1
ENSMMUG00000020156	ENSMMUG00000020156.3	CD1D	Cd1d1	CD1D
ENSMMUG00000020156	ENSMMUG00000020156.3	CD1D	Cd1d2	CD1D
ENSMMUG00000019700	ENSMMUG00000019700.3	ALKBH6	Alkbh6	ALKBH6
ENSMMUG00000014475	ENSMMUG00000014475.3	AC108488.2	Rnaseh1	RNASEH1
ENSMMUG00000014475	ENSMMUG00000014475.3	RNASEH1	Rnaseh1	RNASEH1
ENSMMUG00000044579	ENSMMUG00000044579.1			
ENSMMUG00000029067	ENSMMUG00000029067.2	FANCA	Fanca	FANCA
ENSMMUG00000010587	ENSMMUG00000010587.3	ACBD7	Acbd7	
ENSMMUG00000045439	ENSMMUG00000045439.1	PLN	Pln	PLN
ENSMMUG00000048344	ENSMMUG00000048344.1	HTR6	Htr6	HTR6
ENSMMUG00000015185	ENSMMUG00000015185.3	ERN1	Ern1	ERN1
ENSMMUG00000047537	ENSMMUG00000047537.1			
ENSMMUG00000019204	ENSMMUG00000019204.3			
ENSMMUG00000021601	ENSMMUG00000021601.3	TXNDC5	Txndc5	TXNDC5
ENSMMUG00000013483	ENSMMUG00000013483.3	PREP	Prep	PREP
ENSMMUG00000005414	ENSMMUG00000005414.3	NDST1	Ndst1	NDST1
ENSMMUG00000022785	ENSMMUG00000022785.3	PQLC3	Pqlc3	PQLC3
ENSMMUG00000009037	ENSMMUG00000009037.3	CUL4B	Cul4b	CUL4B
ENSMMUG00000021144	ENSMMUG00000021144.3	DLL1	Dll1	DLL1
ENSMMUG00000019277	ENSMMUG00000019277.2	WDR33	Wdr33	WDR33
ENSMMUG00000009499	ENSMMUG00000009499.3	MEST	Mest	MEST
ENSMMUG00000023716	ENSMMUG00000023716.3	PLPP2	Plpp2	PLPP2
ENSMMUG00000011332	ENSMMUG00000011332.3	ARHGAP35	Arhgap35	ARHGAP35
ENSMMUG00000001901	ENSMMUG00000001901.3	TMX1	Tmx1	TMX1
ENSMMUG00000003618	ENSMMUG00000003618.3	CHID1	Chid1	CHID1
ENSMMUG00000044623	ENSMMUG00000044623.1			
ENSMMUG00000011418	ENSMMUG00000011418.3	ARAF	Araf	ARAF
ENSMMUG00000019283	ENSMMUG00000019283.3	AC004086.1	Rpl6	
ENSMMUG00000002699	ENSMMUG00000002699.3	BAIAP2L2	Baiap2l2	BAIAP2L2
ENSMMUG00000028999	ENSMMUG00000028999.2	RNF170	Gm45692	RNF170
ENSMMUG00000028999	ENSMMUG00000028999.2	RNF170	Rnf170	RNF170
ENSMMUG00000004821	ENSMMUG00000004821.3	MS4A14	Ms4a14	
ENSMMUG00000017600	ENSMMUG00000017600.3	CD3G	Cd3g	CD3G
ENSMMUG00000004490	ENSMMUG00000004490.3	IFI16	Ifi214	IFI16
ENSMMUG00000004490	ENSMMUG00000004490.3	IFI16	Ifi208	IFI16
ENSMMUG00000004490	ENSMMUG00000004490.3	IFI16	Ifi213	IFI16
ENSMMUG00000020697	ENSMMUG00000020697.3	LTB4R		LTB4R
ENSMMUG00000014841	ENSMMUG00000014841.3	CDK8	Cdk8	CDK8
ENSMMUG00000005929	ENSMMUG00000005929.3	USP45	Usp45	USP45
ENSMMUG00000041477	ENSMMUG00000041477.1	FAM110B	Fam110b	FAM110B
ENSMMUG00000010451	ENSMMUG00000010451.3	INPPL1	Inppl1	INPPL1
ENSMMUG00000010875	ENSMMUG00000010875.3	TEAD1	Tead1	TEAD1
ENSMMUG00000016777	ENSMMUG00000016777.3	DACH2	Dach2	DACH2
ENSMMUG00000013220	ENSMMUG00000013220.3	CYBB	Cybb	CYBB
ENSMMUG00000019920	ENSMMUG00000019920.3	TMUB2	Tmub2	TMUB2
ENSMMUG00000045946	ENSMMUG00000045946.1			
ENSMMUG00000016733	ENSMMUG00000016733.3	PIAS3	Pias3	PIAS3
ENSMMUG00000007351	ENSMMUG00000007351.3	RBM33	Rbm33	RBM33
ENSMMUG00000020140	ENSMMUG00000020140.3	ZNF394	Zkscan14	ZNF394
ENSMMUG00000014433	ENSMMUG00000014433.3	TKT	Tkt	TKT
ENSMMUG00000010152	ENSMMUG00000010152.3	TACC1	Tacc1	TACC1
ENSMMUG00000005129	ENSMMUG00000005129.2	MIXL1	Mixl1	MIXL1
ENSMMUG00000018024	ENSMMUG00000018024.3	CHST8	Chst8	CHST8
ENSMMUG00000013885	ENSMMUG00000013885.3	MORC1	Morc1	MORC1
ENSMMUG00000010794	ENSMMUG00000010794.3			
ENSMMUG00000006144	ENSMMUG00000006144.3	POLK	Polk	POLK
ENSMMUG00000002503	ENSMMUG00000002503.3	CDK10	Cdk10	CDK10
ENSMMUG00000008642	ENSMMUG00000008642.3	ITPKB	Itpkb	ITPKB
ENSMMUG00000041311	ENSMMUG00000041311.1			
ENSMMUG00000013569	ENSMMUG00000013569.3	AC008770.1	Zfp961	
ENSMMUG00000016281	ENSMMUG00000016281.3	PLEKHM2	Plekhm2	PLEKHM2
ENSMMUG00000012926	ENSMMUG00000012926.3	MUC15	Muc15	MUC15
ENSMMUG00000002400	ENSMMUG00000002400.3	DEGS1	Degs1	DEGS1
ENSMMUG00000002400	ENSMMUG00000002400.3	DEGS1	9130409I23Rik	DEGS1
ENSMMUG00000018497	ENSMMUG00000018497.3	ACVR1	Acvr1	ACVR1
ENSMMUG00000045336	ENSMMUG00000045336.1	MRPS36	Mrps36	MRPS36
ENSMMUG00000002374	ENSMMUG00000002374.3			
ENSMMUG00000012578	ENSMMUG00000012578.3	GAP43	Gap43	GAP43
ENSMMUG00000019292	ENSMMUG00000019292.3	NFIX	Nfix	NFIX
ENSMMUG00000048081	ENSMMUG00000048081.1	GPR42	Ffar3	
ENSMMUG00000048081	ENSMMUG00000048081.1	FFAR3	Ffar3	
ENSMMUG00000023036	ENSMMUG00000023036.3	SLC25A3	Slc25a3	SLC25A3
ENSMMUG00000016381	ENSMMUG00000016381.3	PARP9	Parp9	PARP9
ENSMMUG00000006656	ENSMMUG00000006656.3	TMEM258	Tmem258	TMEM258
ENSMMUG00000041584	ENSMMUG00000041584.1	GSTA3		GSTA3
ENSMMUG00000015934	ENSMMUG00000015934.3	CENPA	Cenpa	CENPA
ENSMMUG00000023622	ENSMMUG00000023622.3	BCR	Bcr	BCR
ENSMMUG00000004802	ENSMMUG00000004802.3	HBS1L	Hbs1l	HBS1L
ENSMMUG00000039268	ENSMMUG00000039268.1	LY6G6E	Ly6g6e	
ENSMMUG00000039268	ENSMMUG00000039268.1	AL662899.1	Ly6g6e	
ENSMMUG00000049120	ENSMMUG00000049120.1			
ENSMMUG00000020582	ENSMMUG00000020582.3	RPL38		
ENSMMUG00000001731	ENSMMUG00000001731.3	GFPT2	Gfpt2	GFPT2
ENSMMUG00000048099	ENSMMUG00000048099.1			
ENSMMUG00000002463	ENSMMUG00000002463.3	DRAM2	Dram2	DRAM2
ENSMMUG00000018036	ENSMMUG00000018036.3	ITGB1BP1	Itgb1bp1	ITGB1BP1
ENSMMUG00000014558	ENSMMUG00000014558.3	JAK2	Jak2	JAK2
ENSMMUG00000014638	ENSMMUG00000014638.3	NT5DC1	Nt5dc1	NT5DC1
ENSMMUG00000013715	ENSMMUG00000013715.3	PAQR8	Paqr8	PAQR8
ENSMMUG00000009648	ENSMMUG00000009648.3	PAX9	Pax9	PAX9
ENSMMUG00000015610	ENSMMUG00000015610.3	DCTN1	Dctn1	
ENSMMUG00000015610	ENSMMUG00000015610.3	AC006030.1	Dctn1	
ENSMMUG00000016337	ENSMMUG00000016337.3	HINT2	Hint2	HINT2
ENSMMUG00000047000	ENSMMUG00000047000.1	ARL3	Arl3	ARL3
ENSMMUG00000009951	ENSMMUG00000009951.3	MARCKSL1	Marcksl1	MARCKSL1
ENSMMUG00000023396	ENSMMUG00000023396.2	HCRTR1	Hcrtr1	HCRTR1
ENSMMUG00000030714	ENSMMUG00000030714.2	CKS1B	Cks1brt	
ENSMMUG00000030714	ENSMMUG00000030714.2	CKS1B	Cks1b	
ENSMMUG00000004300	ENSMMUG00000004300.3	NCAM2	Ncam2	NCAM2
ENSMMUG00000018770	ENSMMUG00000018770.3	TCEAL2		TCEAL2
ENSMMUG00000008200	ENSMMUG00000008200.3	SLA2	Sla2	SLA2
ENSMMUG00000039146	ENSMMUG00000039146.1		Mrps18c	
ENSMMUG00000005775	ENSMMUG00000005775.3	PLAAT3	Pla2g16	PLAAT3
ENSMMUG00000002508	ENSMMUG00000002508.3		2210408I21Rik	
ENSMMUG00000002450	ENSMMUG00000002450.3	MRPL2	Mrpl2	MRPL2
ENSMMUG00000015433	ENSMMUG00000015433.2	TMEM171	Tmem171	TMEM171
ENSMMUG00000017447	ENSMMUG00000017447.3	LCTL	Lctl	LCTL
ENSMMUG00000018494	ENSMMUG00000018494.3	PROK2	Prok2	PROK2
ENSMMUG00000004010	ENSMMUG00000004010.3	SLC14A2	Slc14a2	SLC14A2
ENSMMUG00000013644	ENSMMUG00000013644.3	KCNK17		KCNK17
ENSMMUG00000010324	ENSMMUG00000010324.3	PAGE3		PAGE3
ENSMMUG00000003051	ENSMMUG00000003051.3	COPB2	Copb2	COPB2
ENSMMUG00000005220	ENSMMUG00000005220.3	SYNM	Synm	SYNM
ENSMMUG00000014218	ENSMMUG00000014218.3	TCEANC2	Tceanc2	TCEANC2
ENSMMUG00000006114	ENSMMUG00000006114.3	TADA3	Tada3	TADA3
ENSMMUG00000016218	ENSMMUG00000016218.2	EPHB6	Ephb6	EPHB6
ENSMMUG00000009840	ENSMMUG00000009840.3	FAM227B	Fam227b	FAM227B
ENSMMUG00000045389	ENSMMUG00000045389.1			
ENSMMUG00000010203	ENSMMUG00000010203.3	PTPN6	Ptpn6	PTPN6
ENSMMUG00000023762	ENSMMUG00000023762.3	COX15	Cox15	COX15
ENSMMUG00000020627	ENSMMUG00000020627.3	RPLP2	Rplp2	RPLP2
ENSMMUG00000046626	ENSMMUG00000046626.1	LIPH	Liph	LIPH
ENSMMUG00000012880	ENSMMUG00000012880.3	AL121900.2	Dtd1	DTD1
ENSMMUG00000005612	ENSMMUG00000005612.3	GLS	Gls	GLS
ENSMMUG00000009282	ENSMMUG00000009282.3	SPATA6	Spata6	SPATA6
ENSMMUG00000012268	ENSMMUG00000012268.3	NXPE1		NXPE1
ENSMMUG00000012828	ENSMMUG00000012828.3	LRRC8D	Lrrc8d	LRRC8D
ENSMMUG00000002984	ENSMMUG00000002984.3	PDXDC1	Pdxdc1	PDXDC1
ENSMMUG00000040007	ENSMMUG00000040007.1	PEX1	Pex1	PEX1
ENSMMUG00000040154	ENSMMUG00000040154.1	TRAV9-2	Trav6n-7	TRAV9-2
ENSMMUG00000040154	ENSMMUG00000040154.1	TRAV9-2	Trav6-2	TRAV9-2
ENSMMUG00000040154	ENSMMUG00000040154.1	TRAV9-2	Trav6n-6	TRAV9-2
ENSMMUG00000040154	ENSMMUG00000040154.1	TRAV9-2	Trav6-7-dv9	TRAV9-2
ENSMMUG00000040154	ENSMMUG00000040154.1	TRAV9-2	Trav6-6	TRAV9-2
ENSMMUG00000040154	ENSMMUG00000040154.1	TRAV9-2	Trav6d-3	TRAV9-2
ENSMMUG00000040154	ENSMMUG00000040154.1	TRAV9-2	Trav6d-7	TRAV9-2
ENSMMUG00000040154	ENSMMUG00000040154.1	TRAV9-2	Trav6-4	TRAV9-2
ENSMMUG00000040154	ENSMMUG00000040154.1	TRAV9-2	Trav6d-6	TRAV9-2
ENSMMUG00000040154	ENSMMUG00000040154.1	TRAV9-2	Trav6d-4	TRAV9-2
ENSMMUG00000040154	ENSMMUG00000040154.1	TRAV9-2	Trav6-1	TRAV9-2
ENSMMUG00000040154	ENSMMUG00000040154.1	TRAV9-2	Trav6-3	TRAV9-2
ENSMMUG00000028948	ENSMMUG00000028948.2	AZU1		AZU1
ENSMMUG00000046399	ENSMMUG00000046399.1			
ENSMMUG00000019630	ENSMMUG00000019630.3	GSTM4	Gstm4	GSTM4
ENSMMUG00000004478	ENSMMUG00000004478.3	LPCAT2	Lpcat2	LPCAT2
ENSMMUG00000022978	ENSMMUG00000022978.3	IL6R	Il6ra	IL6R
ENSMMUG00000019358	ENSMMUG00000019358.3	AHCYL2	Ahcyl2	AHCYL2
ENSMMUG00000006093	ENSMMUG00000006093.3	EZH1	Ezh1	EZH1
ENSMMUG00000032142	ENSMMUG00000032142.2	C8G	C8g	C8G
ENSMMUG00000011264	ENSMMUG00000011264.3	MFSD2A	Mfsd2a	MFSD2A
ENSMMUG00000021418	ENSMMUG00000021418.3	ATP6V1D	Atp6v1d	ATP6V1D
ENSMMUG00000003646	ENSMMUG00000003646.3	ACY1	Acy1	
ENSMMUG00000003646	ENSMMUG00000003646.3	ABHD14A-ACY1	Acy1	
ENSMMUG00000020952	ENSMMUG00000020952.3	ATAD2B	Atad2b	ATAD2B
ENSMMUG00000045662	ENSMMUG00000045662.1		Tmem9b	
ENSMMUG00000016377	ENSMMUG00000016377.3	FAM162A	Fam162a	FAM162A
ENSMMUG00000043172	ENSMMUG00000043172.1			
ENSMMUG00000011147	ENSMMUG00000011147.3	FAM161B	Fam161b	FAM161B
ENSMMUG00000038285	ENSMMUG00000038285.1			
ENSMMUG00000043026	ENSMMUG00000043026.1	CYP4F2	Cyp4f15	CYP4F2
ENSMMUG00000043026	ENSMMUG00000043026.1	CYP4F2	Cyp4f40	CYP4F2
ENSMMUG00000043026	ENSMMUG00000043026.1	CYP4F2	Cyp4f14	CYP4F2
ENSMMUG00000044669	ENSMMUG00000044669.1		Krt8	
ENSMMUG00000002599	ENSMMUG00000002599.3	MRPL13	Mrpl13	MRPL13
ENSMMUG00000007445	ENSMMUG00000007445.3	CACNB2	Cacnb2	CACNB2
ENSMMUG00000029581	ENSMMUG00000029581.2			
ENSMMUG00000021969	ENSMMUG00000021969.3	BTN2A1		
ENSMMUG00000040841	ENSMMUG00000040841.1			
ENSMMUG00000013917	ENSMMUG00000013917.3	NAA25	Naa25	NAA25
ENSMMUG00000021989	ENSMMUG00000021989.3	ZNF14		ZNF14
ENSMMUG00000020083	ENSMMUG00000020083.3	TESK2	Tesk2	TESK2
ENSMMUG00000009112	ENSMMUG00000009112.3	TLR4	Tlr4	TLR4
ENSMMUG00000021099	ENSMMUG00000021099.3	TMEM174	Tmem174	TMEM174
ENSMMUG00000010198	ENSMMUG00000010198.3	CYB5R3	Cyb5r3	CYB5R3
ENSMMUG00000008000	ENSMMUG00000008000.3	GOLGA6A	Golga2	
ENSMMUG00000008000	ENSMMUG00000008000.3	GOLGA6D	Golga2	
ENSMMUG00000008000	ENSMMUG00000008000.3	GOLGA6B	Golga2	
ENSMMUG00000008000	ENSMMUG00000008000.3	GOLGA6C	Golga2	
ENSMMUG00000007416	ENSMMUG00000007416.3	SIPA1	Sipa1	SIPA1
ENSMMUG00000011156	ENSMMUG00000011156.3	RHCE	Rhd	RHCE
ENSMMUG00000011156	ENSMMUG00000011156.3	RHD	Rhd	RHCE
ENSMMUG00000018391	ENSMMUG00000018391.3			
ENSMMUG00000002759	ENSMMUG00000002759.3	DPM1	Gm20716	DPM1
ENSMMUG00000002759	ENSMMUG00000002759.3	DPM1	Dpm1	DPM1
ENSMMUG00000042021	ENSMMUG00000042021.1	ASAP3	Asap3	ASAP3
ENSMMUG00000022542	ENSMMUG00000022542.2	MIS18A	Mis18a	MIS18A
ENSMMUG00000037606	ENSMMUG00000037606.1			
ENSMMUG00000009700	ENSMMUG00000009700.3	CAV3	Cav3	CAV3
ENSMMUG00000001496	ENSMMUG00000001496.3		Adam5	
ENSMMUG00000038161	ENSMMUG00000038161.1	TRBV27		TRBV27
ENSMMUG00000021760	ENSMMUG00000021760.3	ZNF79		ZNF79
ENSMMUG00000008583	ENSMMUG00000008583.3	SLCO1B1	Slco1b2	SLCO1B1
ENSMMUG00000047060	ENSMMUG00000047060.1			
ENSMMUG00000047236	ENSMMUG00000047236.1			
ENSMMUG00000020642	ENSMMUG00000020642.3	CWC22	Gm13696	CWC22
ENSMMUG00000020642	ENSMMUG00000020642.3	CWC22	Gm13698	CWC22
ENSMMUG00000020642	ENSMMUG00000020642.3	CWC22	Gm13691	CWC22
ENSMMUG00000020642	ENSMMUG00000020642.3	CWC22	Cwc22	CWC22
ENSMMUG00000020642	ENSMMUG00000020642.3	CWC22	Gm13697	CWC22
ENSMMUG00000020642	ENSMMUG00000020642.3	CWC22	Gm13694	CWC22
ENSMMUG00000020642	ENSMMUG00000020642.3	CWC22	Gm13693	CWC22
ENSMMUG00000020642	ENSMMUG00000020642.3	CWC22	Gm13695	CWC22
ENSMMUG00000013466	ENSMMUG00000013466.3	TTC39B	Ttc39b	TTC39B
ENSMMUG00000006069	ENSMMUG00000006069.3	FNDC11	Fndc11	FNDC11
ENSMMUG00000049114	ENSMMUG00000049114.1			
ENSMMUG00000005816	ENSMMUG00000005816.3	CYB561D1	Cyb561d1	CYB561D1
ENSMMUG00000001443	ENSMMUG00000001443.3	CMTM6	Cmtm6	CMTM6
ENSMMUG00000017254	ENSMMUG00000017254.3	CPAMD8		CPAMD8
ENSMMUG00000019467	ENSMMUG00000019467.3	IRS1	Irs1	IRS1
ENSMMUG00000004419	ENSMMUG00000004419.3	CCND3	Ccnd3	CCND3
ENSMMUG00000020300	ENSMMUG00000020300.3	KRTAP1-3	Krtap1-5	
ENSMMUG00000020300	ENSMMUG00000020300.3	KRTAP1-1	Krtap1-5	
ENSMMUG00000020300	ENSMMUG00000020300.3	KRTAP1-5	Krtap1-5	
ENSMMUG00000004400	ENSMMUG00000004400.3	YIPF2	Yipf2	
ENSMMUG00000014625	ENSMMUG00000014625.3	CNOT1	Cnot1	CNOT1
ENSMMUG00000009195	ENSMMUG00000009195.3	PLEK	Plek	PLEK
ENSMMUG00000018643	ENSMMUG00000018643.3	KRT37		KRT37
ENSMMUG00000007480	ENSMMUG00000007480.3	ZNF395	Zfp395	ZNF395
ENSMMUG00000011713	ENSMMUG00000011713.3	LPXN	Lpxn	LPXN
ENSMMUG00000008013	ENSMMUG00000008013.2	PON3	Pon3	PON3
ENSMMUG00000006130	ENSMMUG00000006130.3	P4HTM	P4htm	P4HTM
ENSMMUG00000010619	ENSMMUG00000010619.3	SAP30L	Sap30l	SAP30L
ENSMMUG00000007474	ENSMMUG00000007474.3			
ENSMMUG00000017788	ENSMMUG00000017788.3	HOPX	Hopx	HOPX
ENSMMUG00000022880	ENSMMUG00000022880.2	EIF5A2	Eif5a2	EIF5A2
ENSMMUG00000021045	ENSMMUG00000021045.2	CYGB	Cygb	CYGB
ENSMMUG00000023328	ENSMMUG00000023328.3	TMEM247	Tmem247	TMEM247
ENSMMUG00000004563	ENSMMUG00000004563.3	PLXNA2	Plxna2	PLXNA2
ENSMMUG00000048839	ENSMMUG00000048839.1		Pdzd11	
ENSMMUG00000022897	ENSMMUG00000022897.3	SNX29	Snx29	SNX29
ENSMMUG00000013033	ENSMMUG00000013033.3	TACC2	Tacc2	TACC2
ENSMMUG00000021550	ENSMMUG00000021550.3	SOX30	Sox30	SOX30
ENSMMUG00000017726	ENSMMUG00000017726.3	NRBF2	Nrbf2	NRBF2
ENSMMUG00000012109	ENSMMUG00000012109.3	TSPAN33	Tspan33	TSPAN33
ENSMMUG00000021356	ENSMMUG00000021356.3	AGGF1	Aggf1	AGGF1
ENSMMUG00000021356	ENSMMUG00000021356.3	AC008581.2	Aggf1	AGGF1
ENSMMUG00000013268	ENSMMUG00000013268.3	BBS2	Bbs2	BBS2
ENSMMUG00000006275	ENSMMUG00000006275.3	ASNA1	Asna1	ASNA1
ENSMMUG00000011870	ENSMMUG00000011870.2			RPS7
ENSMMUG00000012796	ENSMMUG00000012796.2			
ENSMMUG00000014309	ENSMMUG00000014309.3	ZNF280A		ZNF280A
ENSMMUG00000009460	ENSMMUG00000009460.3	NABP1	Nabp1	NABP1
ENSMMUG00000020859	ENSMMUG00000020859.3	ZNF337	Zfp78	ZNF337
ENSMMUG00000000425	ENSMMUG00000000425.3	VPS8	Vps8	VPS8
ENSMMUG00000000265	ENSMMUG00000000265.3	ADAMTS9	Adamts9	ADAMTS9
ENSMMUG00000045847	ENSMMUG00000045847.1			
ENSMMUG00000019354	ENSMMUG00000019354.3	ACTL7B	Actl7b	ACTL7B
ENSMMUG00000041001	ENSMMUG00000041001.1	SLC16A5	Slc16a5	SLC16A5
ENSMMUG00000018280	ENSMMUG00000018280.3	JAGN1	Jagn1	JAGN1
ENSMMUG00000032424	ENSMMUG00000032424.2	CXCR3	Cxcr3	CXCR3
ENSMMUG00000020195	ENSMMUG00000020195.3	PAPLN	Papln	PAPLN
ENSMMUG00000044898	ENSMMUG00000044898.1	FBXO48	Fbxo48	FBXO48
ENSMMUG00000023693	ENSMMUG00000023693.3	CSAG2		
ENSMMUG00000023693	ENSMMUG00000023693.3	CSAG3		
ENSMMUG00000041945	ENSMMUG00000041945.1			
ENSMMUG00000048521	ENSMMUG00000048521.1	PKIG	Pkig	PKIG
ENSMMUG00000048848	ENSMMUG00000048848.1		Tmed10	
ENSMMUG00000004327	ENSMMUG00000004327.3	CD44	Cd44	CD44
ENSMMUG00000015528	ENSMMUG00000015528.3	APCDD1L		APCDD1L
ENSMMUG00000015589	ENSMMUG00000015589.3	TIFA	Tifa	TIFA
ENSMMUG00000006686	ENSMMUG00000006686.3	OR10J5	Olfr16	OR10J5
ENSMMUG00000023099	ENSMMUG00000023099.3	LRPAP1	Lrpap1	LRPAP1
ENSMMUG00000042633	ENSMMUG00000042633.1	OLAH	Olah	
ENSMMUG00000006806	ENSMMUG00000006806.3	HDAC5	Hdac5	HDAC5
ENSMMUG00000006779	ENSMMUG00000006779.3	MET	Met	MET
ENSMMUG00000047623	ENSMMUG00000047623.1	RPL23	Rpl23	
ENSMMUG00000019482	ENSMMUG00000019482.3	INTS3	Ints3	INTS3
ENSMMUG00000011402	ENSMMUG00000011402.3	GIPC3	Gipc3	GIPC3
ENSMMUG00000008903	ENSMMUG00000008903.3	POLH	Polh	POLH
ENSMMUG00000004662	ENSMMUG00000004662.3	THOC1	Thoc1	THOC1
ENSMMUG00000003104	ENSMMUG00000003104.3	TOLLIP	Tollip	TOLLIP
ENSMMUG00000018093	ENSMMUG00000018093.3	RALY	Raly	RALY
ENSMMUG00000004215	ENSMMUG00000004215.3	LRATD1	Fam84a	LRATD1
ENSMMUG00000005321	ENSMMUG00000005321.3	CTDSP2	Ctdsp2	CTDSP2
ENSMMUG00000015298	ENSMMUG00000015298.3	CD38	Cd38	CD38
ENSMMUG00000018996	ENSMMUG00000018996.3	YDJC	Ydjc	
ENSMMUG00000009771	ENSMMUG00000009771.3	MYH4		MYH4
ENSMMUG00000001976	ENSMMUG00000001976.2	NR1I2	Nr1i2	NR1I2
ENSMMUG00000002248	ENSMMUG00000002248.3	ENG	Eng	ENG
ENSMMUG00000014334	ENSMMUG00000014334.3	DRD2	Drd2	DRD2
ENSMMUG00000016685	ENSMMUG00000016685.3		Kpna2	
ENSMMUG00000016685	ENSMMUG00000016685.3		Gm10184	
ENSMMUG00000030358	ENSMMUG00000030358.2	CHRNA9	Chrna9	CHRNA9
ENSMMUG00000004707	ENSMMUG00000004707.3	SLAMF9	Slamf9	SLAMF9
ENSMMUG00000009233	ENSMMUG00000009233.3	EIF2S3	Eif2s3y	
ENSMMUG00000012820	ENSMMUG00000012820.3	GABRG1	Gabrg1	GABRG1
ENSMMUG00000017823	ENSMMUG00000017823.3	RSBN1	Rsbn1	RSBN1
ENSMMUG00000006938	ENSMMUG00000006938.3	PDILT	Pdilt	PDILT
ENSMMUG00000005856	ENSMMUG00000005856.3	GATM	Gatm	GATM
ENSMMUG00000031486	ENSMMUG00000031486.2	COLQ	Colq	COLQ
ENSMMUG00000006804	ENSMMUG00000006804.3		Lsm12	LSM12
ENSMMUG00000002930	ENSMMUG00000002930.3	GPR158	Gpr158	
ENSMMUG00000000215	ENSMMUG00000000215.3	HIF3A	Hif3a	HIF3A
ENSMMUG00000016254	ENSMMUG00000016254.3	SETSIP	Set	
ENSMMUG00000000981	ENSMMUG00000000981.3	TBX6	Tbx6	TBX6
ENSMMUG00000008097	ENSMMUG00000008097.3		Ahsa2	
