scaffold,start,end,mid,sites,pi_Arctoides,pi_Sinica,pi_Nemestrina,pi_Fascicularis,dxy_Arctoides_Sinica,dxy_Arctoides_Nemestrina,dxy_Arctoides_Fascicularis,dxy_Sinica_Nemestrina,dxy_Sinica_Fascicularis,dxy_Nemestrina_Fascicularis,Fst_Arctoides_Sinica,Fst_Arctoides_Nemestrina,Fst_Arctoides_Fascicularis,Fst_Sinica_Nemestrina,Fst_Sinica_Fascicularis,Fst_Nemestrina_Fascicularis
chr13,10303488,10432972,10373575,1890,0.0701,0.1,0.1302,0.1005,0.1417,0.1982,0.1642,0.1846,0.1507,0.1828,0.2662,0.348,0.3222,0.2475,0.2097,0.239
chr13,10435353,10453581,10443225,258,0.0519,0.1061,0.1265,0.1012,0.1337,0.2331,0.2025,0.2146,0.1967,0.2082,0.2741,0.4682,0.4535,0.3155,0.322,0.3076
chr13,10442067,10452200,10446724,140,0.0592,0.0927,0.1336,0.0877,0.1381,0.2481,0.2195,0.2243,0.1892,0.2213,0.3086,0.462,0.505,0.3488,0.3674,0.3522
chr13,10566377,10690745,10617031,1081,0.0714,0.0993,0.1585,0.0677,0.1344,0.2388,0.1211,0.2262,0.137,0.2127,0.2388,0.3701,0.2815,0.2917,0.2579,0.3299
chr13,10681953,10692244,10686702,46,0.1071,0.0911,0.1667,0.0304,0.1739,0.2803,0.2077,0.2921,0.2226,0.151,0.2917,0.3636,0.5367,0.4085,0.6022,0.2374
chr13,10716760,10796513,10763545,941,0.0342,0.0989,0.146,0.0965,0.1691,0.264,0.2142,0.2698,0.215,0.211,0.4565,0.5128,0.5293,0.3962,0.3881,0.2868
chr13,10741489,10751554,10775359,712,0.0406,0.1029,0.1515,0.0864,0.1834,0.2525,0.2007,0.2627,0.2028,0.202,0.459,0.4704,0.5199,0.3676,0.3791,0.277
chr13,10782064,10844974,10811815,784,0.0697,0.0953,0.1416,0.077,0.1407,0.2769,0.1717,0.2575,0.1577,0.2424,0.2779,0.4692,0.4123,0.3903,0.3078,0.4013
chr13,10814922,10824984,10830952,378,0.043,0.0921,0.1477,0.06,0.1208,0.3035,0.1324,0.3041,0.1392,0.2957,0.3009,0.5436,0.4475,0.4558,0.3113,0.5092
chr13,10911729,10923440,10918504,139,0.07,0.0883,0.1441,0.0773,0.1158,0.2522,0.1369,0.2432,0.1314,0.2421,0.2017,0.4253,0.3103,0.3737,0.2383,0.3956
chr13,11141074,11174616,11156480,366,0.0113,0.1427,0.1276,0.0793,0.157,0.2142,0.1749,0.2141,0.1706,0.1832,0.3618,0.5322,0.577,0.2415,0.2281,0.2963
chr13,11170133,11339259,11247570,1085,0.0387,0.1292,0.1128,0.0679,0.1541,0.2236,0.2071,0.2073,0.1934,0.2134,0.313,0.5156,0.5944,0.2801,0.347,0.427
chr13,11224435,11234536,11287663,604,0.0426,0.1158,0.12,0.0564,0.1488,0.2407,0.2124,0.2143,0.1846,0.2315,0.3241,0.5169,0.6299,0.3083,0.3881,0.4746
chr13,11427095,11456037,11440235,249,0.0216,0.0669,0.1437,0.1043,0.1614,0.2476,0.1958,0.2318,0.1652,0.2124,0.5908,0.5212,0.5043,0.3959,0.3223,0.2778
chr13,11496319,11506426,11501320,108,0.0955,0.054,0.139,0.0563,0.1547,0.1957,0.1624,0.2433,0.201,0.1886,0.3683,0.2673,0.3843,0.4535,0.5819,0.3433
chr13,11534566,11628880,11582155,1257,0.0744,0.1007,0.1365,0.0882,0.1492,0.2015,0.1697,0.1956,0.1631,0.1733,0.2773,0.3319,0.3617,0.2615,0.279,0.2278
chr13,11539237,11549331,11584189,1203,0.0768,0.1035,0.1358,0.0867,0.1504,0.202,0.1699,0.1964,0.1639,0.1728,0.2669,0.3294,0.3603,0.2592,0.2787,0.2315
chr13,11539706,11549825,11584678,1190,0.0768,0.1047,0.1363,0.0858,0.1515,0.2023,0.1695,0.1974,0.1641,0.1715,0.2676,0.329,0.3623,0.2584,0.2788,0.2291
chr13,11634975,11657557,11646415,268,0.0815,0.1474,0.1173,0.1058,0.1429,0.1898,0.2044,0.1941,0.2051,0.2127,0.1194,0.3318,0.3799,0.203,0.251,0.3254
chr13,11660169,11813296,11739353,1988,0.0654,0.1125,0.1344,0.0958,0.1489,0.1979,0.155,0.1926,0.1585,0.1828,0.2686,0.3484,0.3215,0.2339,0.218,0.2413
chr13,12000013,12010083,12006685,110,0.0457,0.1478,0.1344,0.0679,0.1929,0.2077,0.1977,0.1878,0.1556,0.1798,0.3517,0.4162,0.5602,0.1532,0.1979,0.3011
chr13,12421710,12431814,12424677,57,0.0456,0.069,0.1573,0.0437,0.1875,0.429,0.1596,0.3795,0.1056,0.3336,0.5533,0.6378,0.5765,0.5621,0.3223,0.5709
chr13,12712209,12751800,12730435,533,0.0166,0.107,0.1475,0.0933,0.1418,0.1995,0.1537,0.2021,0.169,0.2136,0.4141,0.4384,0.4629,0.243,0.2683,0.2967
chr13,14256286,14266386,14259965,95,0.028,0.1263,0.1039,0.1117,0.2075,0.1996,0.1997,0.1567,0.1391,0.1541,0.4795,0.5247,0.4745,0.1644,0.0826,0.184
chr13,14604298,14618880,14611487,239,0.0831,0.0689,0.1265,0.1149,0.2098,0.2329,0.2257,0.2108,0.2004,0.198,0.49,0.4,0.3975,0.3872,0.3755,0.2536
chr13,15133325,15212400,15168153,1024,0.0749,0.1381,0.1417,0.0812,0.1532,0.192,0.1578,0.1973,0.1552,0.1654,0.1928,0.2968,0.3489,0.1829,0.1854,0.2097
chr13,15552897,15600033,15577494,504,0.0636,0.1285,0.1284,0.1068,0.1604,0.1975,0.1695,0.1755,0.1426,0.17,0.2675,0.3659,0.3351,0.1666,0.1016,0.1924
chr13,15819713,15829830,15822602,36,0.0881,0.1056,0.1732,0.0705,0.1099,0.1781,0.1088,0.1752,0.1214,0.1761,0.0686,0.1656,0.1664,0.123,0.1706,0.1998
chr13,15908373,15918680,15911752,112,0.0869,0.0921,0.1307,0.0707,0.1982,0.269,0.2019,0.2088,0.1459,0.2018,0.3988,0.4456,0.4556,0.3231,0.2988,0.356
chr13,16189374,16199515,16195938,105,0.0687,0.0757,0.1333,0.1088,0.1345,0.1811,0.156,0.1813,0.1735,0.1764,0.3198,0.3019,0.2792,0.286,0.3117,0.1966
chr13,16536906,16611211,16575950,1053,0.0244,0.0853,0.1162,0.1089,0.1364,0.2647,0.2743,0.2445,0.2563,0.2473,0.4476,0.6014,0.6011,0.4376,0.4594,0.3881
chr13,17097284,17107601,17101812,116,0.0047,0.0995,0.1376,0.0966,0.1323,0.2186,0.163,0.1936,0.1404,0.2166,0.4565,0.5306,0.5086,0.2566,0.1857,0.3149
chr13,17485167,17611309,17541568,1118,0.0243,0.0598,0.1392,0.0836,0.1099,0.25,0.2336,0.2374,0.2172,0.2209,0.4684,0.529,0.6197,0.4306,0.5111,0.3496
chr13,17608479,17700476,17661250,579,0.0403,0.1106,0.1376,0.076,0.1743,0.224,0.1741,0.2007,0.1686,0.1843,0.4167,0.4528,0.5019,0.2517,0.3042,0.2851
chr13,17696796,17738052,17713975,416,0.0184,0.095,0.141,0.101,0.1004,0.2061,0.1779,0.2058,0.1786,0.197,0.2958,0.4639,0.4873,0.2886,0.3014,0.2533
chr13,17763260,17773842,17768515,108,0.0796,0.0596,0.1332,0.0796,0.1289,0.2657,0.2277,0.2091,0.1802,0.1933,0.3174,0.4495,0.4953,0.3894,0.4511,0.3088
chr13,17826302,17890827,17858333,555,0.0431,0.0891,0.1271,0.0937,0.1223,0.2217,0.1666,0.1993,0.1405,0.1802,0.3167,0.4666,0.4184,0.3149,0.2202,0.2541
chr13,18521010,18531117,18528057,89,0.0509,0.0716,0.1544,0.1509,0.0971,0.2735,0.1782,0.2806,0.1641,0.2708,0.2418,0.4758,0.2738,0.4473,0.1926,0.2903
chr13,19266259,19283078,19275045,319,0.0481,0.0872,0.1437,0.1097,0.1013,0.2094,0.186,0.1877,0.1619,0.2132,0.2135,0.3924,0.4042,0.2543,0.2506,0.2686
chr13,19502184,19512664,19505293,87,0.1262,0.0967,0.1964,0.1135,0.1567,0.3348,0.2017,0.2942,0.2293,0.2254,0.1813,0.3699,0.2664,0.3547,0.3813,0.1995
chr13,19828758,19908422,19872271,618,0.0504,0.093,0.123,0.074,0.1337,0.206,0.1952,0.2129,0.201,0.1824,0.3207,0.4287,0.5236,0.3464,0.4301,0.3179
chr13,19901366,19931419,19914828,325,0.0479,0.1038,0.1285,0.0908,0.1509,0.1867,0.1703,0.1897,0.1696,0.1685,0.3506,0.3787,0.4239,0.2569,0.2838,0.2249
chr13,19941374,19969729,19956810,267,0.0837,0.1072,0.1099,0.0774,0.1429,0.1719,0.126,0.1943,0.1425,0.1598,0.2134,0.2973,0.2301,0.3013,0.227,0.2766
chr13,20127943,20138271,20133539,155,0.0464,0.0745,0.1533,0.1038,0.1477,0.1973,0.1521,0.187,0.1507,0.1816,0.4407,0.3475,0.3393,0.2595,0.2627,0.183
chr13,20128396,20138500,20134115,157,0.0479,0.0772,0.1513,0.0969,0.1492,0.2024,0.1544,0.1936,0.1537,0.1762,0.4303,0.3601,0.3627,0.2748,0.2844,0.186
chr13,20154486,20190459,20172051,642,0.0566,0.0719,0.1311,0.1108,0.1532,0.2338,0.2016,0.2234,0.1943,0.2239,0.4306,0.4486,0.4152,0.3959,0.366,0.3123
chr13,20207212,20322616,20261906,867,0.0475,0.0672,0.14,0.0577,0.1252,0.266,0.2542,0.2596,0.2486,0.2528,0.3925,0.5006,0.6662,0.451,0.6139,0.4664
chr13,20380535,20390647,20384442,77,0.0118,0.147,0.1377,0.0864,0.1031,0.1351,0.1132,0.1751,0.1668,0.1925,0.1404,0.3057,0.3833,0.1116,0.1903,0.2814
chr13,20431582,20442173,20436626,172,0.0252,0.0574,0.212,0.0863,0.1131,0.2618,0.1762,0.2405,0.148,0.238,0.4868,0.3971,0.5137,0.2999,0.3521,0.2505
chr13,20466004,20476116,20472682,115,0.1401,0.1264,0.1087,0.1026,0.2038,0.1913,0.1949,0.1906,0.1881,0.1479,0.2242,0.2267,0.2465,0.2531,0.256,0.1747
chr13,20603960,20799687,20693150,2924,0.0713,0.1134,0.1367,0.0982,0.1501,0.209,0.1583,0.2015,0.1526,0.1928,0.2545,0.3552,0.3091,0.2502,0.1906,0.2574
chr13,20823339,20985682,20900395,1147,0.0617,0.1205,0.137,0.0781,0.1478,0.202,0.1795,0.2035,0.1812,0.1978,0.2535,0.3603,0.4486,0.2404,0.3097,0.3153
chr13,21215681,21272050,21244674,709,0.0444,0.0883,0.138,0.1133,0.1137,0.2066,0.1586,0.213,0.1646,0.1902,0.2802,0.4084,0.3343,0.3248,0.2468,0.2153
chr13,21345780,21365237,21358042,179,0.0299,0.1204,0.1181,0.0551,0.1768,0.2209,0.1781,0.2214,0.1992,0.2145,0.4245,0.5199,0.6176,0.3185,0.4143,0.4511
chr13,22136429,22146726,22141135,65,0.0303,0.066,0.1379,0.0856,0.1619,0.1963,0.2126,0.1898,0.186,0.2068,0.5632,0.4213,0.5684,0.32,0.4294,0.317
chr13,22541023,22551141,22543131,40,0.0367,0.1044,0.1376,0.0969,0.1142,0.1423,0.1953,0.1663,0.1903,0.2148,0.2526,0.2566,0.4881,0.1695,0.3209,0.3102
chr13,23074486,23084820,23078892,51,0.0708,0.0808,0.1531,0.0386,0.1333,0.2714,0.1291,0.2357,0.1056,0.1836,0.2928,0.4372,0.4282,0.3566,0.2995,0.3456
chr13,23586785,23920707,23755994,5060,0.066,0.1078,0.1287,0.0885,0.154,0.2092,0.1732,0.2129,0.1814,0.1924,0.2965,0.3852,0.3911,0.304,0.3122,0.295
chr13,23938263,24092034,24009091,948,0.041,0.08,0.1476,0.0482,0.1621,0.2485,0.2453,0.2322,0.2288,0.23,0.4784,0.4717,0.7012,0.3621,0.5841,0.4341
chr13,24122680,24132787,24128350,83,0.0477,0.098,0.1537,0.0503,0.1391,0.2102,0.1929,0.2211,0.1922,0.234,0.3317,0.3722,0.607,0.2921,0.4683,0.4241
chr13,24160041,24202837,24191075,103,0.0931,0.0503,0.1242,0.0968,0.0853,0.1517,0.2358,0.1552,0.2336,0.2315,0.094,0.1778,0.4383,0.2983,0.5232,0.3702
chr13,24198347,24208622,24204758,55,0.0671,0.0543,0.2037,0.063,0.0913,0.2216,0.151,0.1793,0.113,0.1818,0.2159,0.2577,0.412,0.1755,0.3261,0.1717
chr13,24203062,24227795,24215869,248,0.0603,0.1415,0.1163,0.0721,0.182,0.2247,0.2074,0.2342,0.2269,0.1917,0.3047,0.4573,0.5263,0.3081,0.3834,0.3611
chr13,24222084,24232193,24223622,50,0.0539,0.1399,0.093,0.0622,0.231,0.2993,0.2635,0.2609,0.2381,0.1669,0.4301,0.6266,0.6489,0.4035,0.4307,0.3844
chr13,24227487,24256681,24242548,176,0.0413,0.1188,0.1376,0.0728,0.1415,0.2616,0.2298,0.2162,0.1914,0.1645,0.2953,0.5121,0.6059,0.2723,0.3529,0.2372
chr13,24244353,24254457,24250904,70,0.046,0.1015,0.1304,0.1093,0.0955,0.2128,0.2319,0.1859,0.204,0.1787,0.1387,0.435,0.4977,0.2473,0.3294,0.2078
chr13,24248303,24273774,24262063,186,0.0473,0.1107,0.1289,0.091,0.1459,0.2385,0.2503,0.2156,0.2214,0.1763,0.316,0.4823,0.5693,0.3038,0.39,0.2461
chr13,24265222,24285469,24276065,191,0.0463,0.1306,0.1343,0.0672,0.1803,0.2354,0.2233,0.2229,0.2052,0.1547,0.3614,0.4669,0.6012,0.2714,0.3726,0.2287
chr13,24276010,24294944,24284207,162,0.0499,0.1184,0.1371,0.0737,0.1484,0.2002,0.1826,0.2095,0.1872,0.1471,0.2939,0.3836,0.501,0.2586,0.3411,0.1789
chr13,24332483,24350432,24342376,92,0.0333,0.1295,0.1516,0.0837,0.1639,0.2716,0.2239,0.2216,0.1772,0.1863,0.3562,0.514,0.5841,0.2393,0.2648,0.243
chr13,24397164,24424914,24411715,194,0.0144,0.0893,0.1289,0.1042,0.1649,0.2216,0.1918,0.2581,0.2406,0.1963,0.5432,0.5329,0.5152,0.4269,0.4369,0.2681
chr13,24420861,24554681,24480258,1083,0.0138,0.0794,0.1269,0.0885,0.1076,0.2047,0.1987,0.2032,0.1985,0.1995,0.4166,0.5102,0.5795,0.3461,0.4167,0.3156
chr13,24490141,24500269,24523714,444,0.0167,0.0754,0.1368,0.0801,0.0966,0.2026,0.1742,0.2025,0.1752,0.2072,0.3748,0.4724,0.5563,0.3314,0.3968,0.3328
chr13,24712876,25002836,24868568,1352,0.0237,0.0527,0.1557,0.0752,0.1561,0.2792,0.249,0.2535,0.2235,0.2268,0.6271,0.5354,0.6645,0.4385,0.5619,0.3486
chr13,24778211,24788320,24893626,1139,0.0241,0.0566,0.1493,0.0782,0.1584,0.2748,0.2481,0.2531,0.2282,0.2193,0.6147,0.5421,0.6538,0.443,0.5514,0.3386
chr13,24895119,24905226,24944526,609,0.0219,0.0559,0.1402,0.0899,0.1741,0.2641,0.2529,0.2366,0.232,0.2249,0.6551,0.5521,0.6311,0.4355,0.527,0.3421
chr13,25014323,25027295,25021064,100,0.0818,0.102,0.1347,0.0628,0.1791,0.2953,0.2453,0.276,0.2187,0.1764,0.3411,0.4851,0.5626,0.4208,0.4747,0.3045
chr13,25017391,25046702,25035043,335,0.0342,0.1003,0.1365,0.1043,0.145,0.2094,0.1986,0.2353,0.2285,0.2133,0.3864,0.4419,0.4788,0.3498,0.3936,0.2931
chr13,25036997,25152754,25090895,1435,0.0432,0.0918,0.1339,0.1042,0.1395,0.2131,0.1877,0.1991,0.1774,0.1893,0.3677,0.4341,0.435,0.2942,0.2975,0.2405
chr13,25169329,25209070,25185468,373,0.0273,0.0846,0.1424,0.0926,0.1536,0.2634,0.2229,0.2258,0.1866,0.1938,0.4873,0.5343,0.5707,0.3505,0.3669,0.2609
chr13,25196320,25206410,25202531,76,0.0306,0.0629,0.1353,0.0765,0.1137,0.3069,0.2551,0.2815,0.2056,0.273,0.4384,0.5956,0.6517,0.5011,0.5038,0.4643
chr13,25247159,25257261,25253448,38,0.1122,0.1205,0.0652,0.1254,0.1463,0.1444,0.1945,0.1295,0.1776,0.1223,0.123,0.255,0.25,0.177,0.1895,0.1249
chr13,25279976,25401527,25347029,1105,0.069,0.1102,0.1281,0.0908,0.1438,0.1972,0.1707,0.1967,0.1713,0.1777,0.2482,0.3532,0.3702,0.262,0.2736,0.252
chr13,25294974,25305273,25354596,983,0.0752,0.1161,0.1251,0.0869,0.1508,0.1977,0.1694,0.1957,0.169,0.1751,0.2395,0.3471,0.3627,0.2536,0.2638,0.2608
chr13,25398296,25416615,25406230,209,0.0657,0.1169,0.1169,0.0855,0.1361,0.2223,0.2016,0.2168,0.1982,0.2138,0.2112,0.439,0.4632,0.3179,0.3409,0.3751
chr13,25472989,25567850,25519584,904,0.0534,0.0805,0.1327,0.0918,0.134,0.2543,0.2087,0.2506,0.2036,0.2324,0.3534,0.4861,0.4879,0.4243,0.416,0.3669
chr13,25940377,25950490,25947275,85,0.0285,0.1083,0.1661,0.0898,0.1397,0.1882,0.1465,0.2034,0.1526,0.1949,0.3626,0.3376,0.4207,0.2085,0.2245,0.224
chr13,25983484,26142721,26054063,925,0.0121,0.093,0.1372,0.0598,0.116,0.2327,0.2015,0.236,0.2027,0.2398,0.3968,0.5357,0.6891,0.3641,0.4735,0.4447
chr13,26101310,26111411,26126415,159,0.007,0.1151,0.1516,0.0386,0.153,0.2948,0.1779,0.2841,0.1512,0.2264,0.451,0.5973,0.7658,0.3815,0.3549,0.4433
chr13,26177971,26256662,26223551,394,0.0116,0.1161,0.133,0.0837,0.2047,0.2413,0.1956,0.2178,0.1847,0.198,0.5459,0.5603,0.5963,0.2899,0.3142,0.3109
chr13,26297041,26419824,26361619,481,0.0214,0.0889,0.1444,0.0449,0.1342,0.2342,0.1979,0.2383,0.2034,0.236,0.4387,0.4987,0.7138,0.3625,0.5303,0.4599
chr13,26305739,26315846,26370617,418,0.0199,0.0861,0.1448,0.0457,0.1236,0.2441,0.2013,0.2385,0.1956,0.2388,0.4206,0.5172,0.7195,0.3675,0.5205,0.4619
chr13,26432702,26457740,26447415,318,0.0178,0.0825,0.1657,0.0915,0.1151,0.2487,0.1839,0.2419,0.1779,0.2161,0.4139,0.4827,0.5323,0.3412,0.3538,0.2723
chr13,26450715,26517063,26474953,400,0.0176,0.1089,0.1519,0.1121,0.1277,0.2601,0.2225,0.2556,0.2227,0.221,0.357,0.5301,0.5372,0.3436,0.3483,0.2666
chr13,26506624,26566094,26535637,310,0.0172,0.0824,0.1133,0.1396,0.0847,0.2368,0.2075,0.223,0.1896,0.2315,0.2766,0.5893,0.4388,0.4111,0.265,0.3016
chr13,26563922,26618444,26585360,353,0.0258,0.109,0.1252,0.1113,0.1388,0.2576,0.195,0.2223,0.1636,0.2081,0.366,0.5679,0.4717,0.3288,0.2035,0.2877
chr13,26607573,26660010,26638289,366,0.0336,0.0906,0.1308,0.0764,0.1512,0.2519,0.2108,0.2364,0.1931,0.207,0.439,0.5296,0.5859,0.3825,0.4121,0.3536
chr13,26662874,26727646,26704794,465,0.0468,0.0737,0.1361,0.1077,0.1113,0.2118,0.2116,0.2144,0.2107,0.1941,0.316,0.4177,0.4647,0.3628,0.4047,0.2412
chr13,26718410,26750436,26734864,425,0.0597,0.0686,0.1505,0.0926,0.1298,0.2031,0.2006,0.1833,0.1683,0.183,0.3583,0.3373,0.4556,0.2687,0.36,0.2164
chr13,26825508,26852581,26839649,506,0.0869,0.0856,0.1478,0.0838,0.129,0.1823,0.1479,0.1861,0.1558,0.1681,0.2129,0.2319,0.2792,0.2449,0.3071,0.1986
chr13,26844335,26915081,26875767,800,0.0834,0.0821,0.1424,0.0965,0.1378,0.1866,0.1596,0.1634,0.1444,0.1794,0.2661,0.2624,0.2879,0.1989,0.2435,0.2139
chr13,26948339,27001937,26975454,510,0.0912,0.108,0.1289,0.0837,0.1444,0.2238,0.1887,0.2173,0.1782,0.1883,0.1971,0.3607,0.3808,0.3128,0.3157,0.2958
chr13,27022867,27051504,27035006,199,0.0521,0.0434,0.1479,0.0832,0.1065,0.2234,0.1867,0.2061,0.1555,0.17,0.4015,0.4023,0.4734,0.3865,0.4239,0.2055
chr13,27050637,27067937,27059974,96,0.0273,0.0688,0.1656,0.0851,0.1004,0.2974,0.2588,0.2842,0.2374,0.2271,0.3727,0.5318,0.6391,0.4372,0.52,0.3097
chr13,27107395,27223313,27163693,970,0.0191,0.0699,0.1465,0.0693,0.0961,0.2951,0.2424,0.2857,0.2346,0.2091,0.3874,0.583,0.6863,0.4722,0.5559,0.3427
chr13,27296064,27310206,27303639,137,0.0169,0.086,0.1142,0.0968,0.169,0.2051,0.2821,0.2484,0.3068,0.2614,0.5547,0.5372,0.6549,0.4469,0.5521,0.4409
chr13,27343771,27355008,27349226,96,0.0176,0.077,0.1587,0.0699,0.1138,0.3084,0.1618,0.3052,0.1594,0.3073,0.4335,0.5767,0.567,0.4644,0.3831,0.4853
chr13,27352350,27369373,27360716,212,0.0112,0.0738,0.1458,0.0927,0.1281,0.3081,0.2054,0.2861,0.1753,0.2676,0.5233,0.6147,0.5834,0.4669,0.3644,0.4039
chr13,27360473,27384715,27372689,320,0.0613,0.121,0.1451,0.0613,0.1558,0.2838,0.2233,0.2539,0.1991,0.2412,0.2789,0.4883,0.5822,0.3314,0.396,0.428
chr13,27373762,27388590,27379046,152,0.1029,0.1343,0.1489,0.0418,0.175,0.2689,0.2279,0.2423,0.2159,0.2251,0.2061,0.3826,0.5468,0.2796,0.4529,0.4384
chr13,27396745,27414180,27407178,229,0.059,0.1162,0.1287,0.0622,0.1559,0.1957,0.1931,0.1928,0.1874,0.1705,0.2984,0.3717,0.5347,0.2387,0.3777,0.3038
chr13,27404176,27418033,27411188,228,0.0593,0.0946,0.1242,0.0639,0.129,0.2042,0.1987,0.2077,0.2073,0.1754,0.2694,0.4008,0.5387,0.329,0.4672,0.3236
chr13,27410231,27422834,27414421,113,0.0502,0.0867,0.1408,0.0637,0.1335,0.2479,0.2392,0.265,0.264,0.2044,0.3414,0.4655,0.624,0.4204,0.575,0.3578
chr13,27430952,27444835,27439131,104,0.045,0.0975,0.1638,0.0499,0.0802,0.278,0.2529,0.2767,0.255,0.1937,0.0641,0.4755,0.6941,0.3786,0.5764,0.3169
chr13,27482993,27508607,27497553,273,0.0222,0.0876,0.1548,0.0881,0.1206,0.2456,0.2065,0.2245,0.1892,0.2329,0.395,0.4918,0.5714,0.3173,0.3782,0.3349
chr13,27498321,27544637,27521989,445,0.0177,0.0909,0.1337,0.0927,0.0949,0.2549,0.2281,0.2663,0.2403,0.2368,0.2897,0.5635,0.6009,0.4279,0.4599,0.3714
chr13,27540158,27574556,27555532,271,0.0531,0.0919,0.1127,0.0868,0.1324,0.2728,0.2557,0.2535,0.2362,0.2104,0.3106,0.5556,0.5753,0.4463,0.4653,0.3736
chr13,27564703,27579392,27574262,168,0.0348,0.07,0.1549,0.106,0.1092,0.2273,0.2018,0.2111,0.2,0.2235,0.3717,0.4324,0.4787,0.3238,0.3949,0.2788
chr13,27571476,27606680,27587288,328,0.0318,0.0686,0.1455,0.1015,0.1032,0.2174,0.2037,0.2083,0.2034,0.1977,0.3655,0.442,0.5025,0.3403,0.4166,0.2454
chr13,27596403,27607263,27602905,98,0.0382,0.059,0.1403,0.0875,0.1108,0.2282,0.2328,0.1937,0.1942,0.1717,0.4115,0.4592,0.5746,0.34,0.4588,0.2168
chr13,27596996,27655599,27618610,340,0.0308,0.0815,0.1136,0.0876,0.1523,0.2443,0.2557,0.2274,0.2363,0.184,0.4829,0.5653,0.6211,0.4206,0.4849,0.3083
chr13,27652692,27671706,27666808,119,0.0299,0.0403,0.1243,0.1228,0.1864,0.2735,0.2744,0.2342,0.2243,0.2589,0.7017,0.5814,0.5572,0.5017,0.4628,0.3663
chr13,27662089,27681972,27671520,226,0.0316,0.0672,0.1238,0.1352,0.1742,0.2566,0.2846,0.238,0.261,0.2486,0.5794,0.5567,0.539,0.4487,0.4428,0.3253
chr13,27672150,27709314,27685540,182,0.0418,0.0881,0.1323,0.1129,0.186,0.2589,0.2607,0.2489,0.2502,0.2327,0.5041,0.5184,0.5398,0.407,0.4357,0.324
chr13,27719105,27743098,27733845,160,0.0828,0.0469,0.1312,0.0722,0.1074,0.2428,0.2292,0.2254,0.2177,0.2033,0.2637,0.4091,0.5103,0.4553,0.5762,0.3547
chr13,27733165,27745097,27740239,117,0.0618,0.0495,0.1683,0.0566,0.0991,0.2206,0.1722,0.2391,0.1923,0.2212,0.2989,0.3333,0.5034,0.3947,0.5785,0.3545
chr13,27733492,27791579,27760340,422,0.0476,0.0499,0.1378,0.0859,0.1523,0.222,0.2031,0.2179,0.1954,0.2038,0.5364,0.4321,0.5085,0.4189,0.4882,0.3095
chr13,27767432,27777534,27782534,138,0.0311,0.0577,0.1086,0.0908,0.2078,0.2424,0.2344,0.2253,0.2059,0.2012,0.6673,0.5738,0.5839,0.4823,0.4755,0.3523
chr13,27784207,27797453,27791923,106,0.107,0.0458,0.0862,0.0716,0.2139,0.2712,0.2562,0.2355,0.2256,0.184,0.4957,0.4966,0.5036,0.5836,0.5925,0.4159
chr13,27788272,27821477,27801838,267,0.0967,0.0361,0.1195,0.0833,0.1582,0.2653,0.2318,0.2189,0.1856,0.1864,0.4298,0.4424,0.4564,0.4973,0.5129,0.3119
chr13,27855190,27871217,27862432,213,0.0577,0.0769,0.1203,0.0824,0.1236,0.1925,0.1823,0.1982,0.1896,0.1663,0.3137,0.3882,0.4522,0.3553,0.4202,0.2579
chr13,27861662,27912032,27883922,293,0.056,0.0536,0.1228,0.0867,0.1287,0.2266,0.2123,0.2146,0.1956,0.2067,0.4239,0.4555,0.5025,0.4387,0.4771,0.3445
chr13,27905960,27917749,27912415,111,0.026,0.0217,0.1494,0.114,0.1227,0.1984,0.1684,0.2039,0.1657,0.2443,0.6933,0.4078,0.4048,0.4301,0.4093,0.3149
chr13,27907986,27939656,27923205,223,0.0269,0.0607,0.1266,0.1063,0.1383,0.1736,0.1748,0.2146,0.212,0.207,0.5404,0.4076,0.4412,0.4134,0.4385,0.2935
chr13,27919815,27929944,27930587,127,0.0288,0.0878,0.1053,0.0915,0.146,0.1728,0.1647,0.2461,0.2382,0.1914,0.4504,0.4622,0.4602,0.4578,0.4655,0.3347
chr13,27931046,27953215,27942554,179,0.018,0.0682,0.1384,0.0706,0.1092,0.2361,0.2218,0.2299,0.2178,0.1943,0.4558,0.5242,0.6611,0.4006,0.5296,0.3221
chr13,27943141,27984502,27959453,180,0.0106,0.0475,0.1567,0.0697,0.1131,0.2757,0.2444,0.2307,0.2027,0.2102,0.6125,0.556,0.7083,0.4072,0.5581,0.3233
chr13,28053128,28072904,28061281,208,0.0188,0.1009,0.139,0.0788,0.1403,0.2197,0.2371,0.1939,0.2106,0.2277,0.423,0.4933,0.6515,0.2518,0.419,0.3747
chr13,28065061,28195137,28126163,710,0.0521,0.0951,0.1607,0.0736,0.1277,0.2091,0.1881,0.2035,0.1814,0.2224,0.286,0.345,0.5065,0.2438,0.382,0.3337
chr13,28185228,28639630,28430213,3214,0.0314,0.0866,0.1537,0.0795,0.1283,0.2465,0.2005,0.2457,0.1956,0.224,0.3902,0.4756,0.5649,0.3628,0.4182,0.3372
chr13,28435700,28445878,28540982,1639,0.0296,0.0821,0.1438,0.0847,0.1279,0.2414,0.1952,0.2433,0.1904,0.2156,0.4129,0.4933,0.5439,0.3862,0.403,0.3272
chr13,28694631,28726372,28710763,408,0.0312,0.0656,0.1208,0.1094,0.1202,0.2049,0.1892,0.1878,0.1677,0.1912,0.4475,0.4807,0.4525,0.3564,0.3181,0.2598
